epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
93,0.4061532877445221,0.9065971269607543,0.42745388960838315,0.88475,0.0019969188750662615
94,0.40024855942726134,0.9101110219955444,0.4360201532840729,0.889,0.001994524634420589
95,0.40581020970344545,0.9054601313591003,0.4273428366184235,0.88925,0.0019914491389431237
96,0.4028129312515259,0.9068788668632507,0.4289415771961212,0.886,0.0019876944964248404
97,0.39623809027671814,0.9129106268882752,0.4310883152484894,0.89125,0.0019832632801101728
98,0.4014428133964539,0.908436836528778,0.4260313286781311,0.88825,0.001978158526933439
99,0.3938752700328827,0.9140665969848633,0.43429972529411315,0.8865,0.0019723837354374777
100,0.3968096854686737,0.9127022249221802,0.43127654027938844,0.88775,0.0019659428633759237
101,0.3993336997032165,0.9112425857543945,0.42757632422447206,0.89,0.001958840325000759
102,0.39813918290138245,0.9105531048774719,0.42342941045761107,0.895,0.001951080988037006
103,0.4043274507522583,0.9047083816528321,0.42997257328033445,0.88875,0.0019426701703466323
104,0.39616895847320555,0.9128823215484619,0.4244304475784302,0.888,0.0019336136362839529
105,0.38958422474861143,0.9175199710845947,0.42908757424354554,0.88425,0.0019239175927450308
106,0.3905072135448456,0.9173303718566894,0.43137890863418576,0.8855,0.0019135886849137793
107,0.38649267196655274,0.9208732578277588,0.4282187097072601,0.89,0.0019026339917076857
108,0.3914999855041504,0.9162608703613281,0.4228460474014282,0.89125,0.0018910610209262734
109,0.38581397557258607,0.9199722405433655,0.4270162317752838,0.88925,0.0018788777041056342
110,0.39549741444587705,0.912370266532898,0.42333714151382446,0.892,0.0018660923910825465
111,0.390572842168808,0.9161786712646485,0.4280662522315979,0.88825,0.001852713844271915
112,0.3882996517181396,0.9174410055160522,0.43025503611564636,0.88475,0.001838751232661451
113,0.38562864227294924,0.9208319446563721,0.4367037224769592,0.8855,0.0018242141255277046
114,0.38941100306510923,0.9170703582763672,0.4287981126308441,0.88525,0.0018091124858777598
115,0.38603969602584837,0.918984594154358,0.4273481910228729,0.891,0.0017934566636210894
116,0.38848061532974243,0.9185122981071472,0.43213991618156433,0.8875,0.0017772573884762422
117,0.3955571698188782,0.9111496795654297,0.4304827694892883,0.88575,0.0017605257626172308
118,0.38875966396331785,0.9173647475242614,0.42705064415931704,0.8905,0.0017432732530646554
119,0.3867001924514771,0.9183163167953491,0.42395113372802734,0.89,0.0017255116838267811
120,0.38079475684165953,0.9240838192939759,0.42900242495536806,0.88625,0.0017072532277959543
121,0.3891367871284485,0.9168157403945922,0.43519338274002073,0.88525,0.0016885103984059068
122,0.3859443190097809,0.9214289160728455,0.4329084014892578,0.8855,0.0016692960410556786
123,0.389783704662323,0.9159988665580749,0.4308660264015198,0.88975,0.0016496233243060185
124,0.3851897001743317,0.9200091453552246,0.42859826898574827,0.88875,0.0016295057308543125
125,0.3825606394290924,0.922624762058258,0.429922354221344,0.88675,0.0016089570482942161
126,0.3897638847351074,0.918391830921173,0.42960986733436585,0.886,0.0015879913596663266
127,0.3830350526332855,0.9232464246749877,0.4339097967147827,0.88475,0.0015666230338063703
128,0.38231383762359616,0.9245188267707825,0.4309640486240387,0.88625,0.0015448667154975195
129,0.38821094574928283,0.9186376119613647,0.43727820348739627,0.88625,0.0015227373154335906
130,0.3913123107433319,0.9147716478347778,0.430291318655014,0.88725,0.0015002499999999998
131,0.3900557748794556,0.9166057580947876,0.42907010650634764,0.887,0.0014774201808794786
132,0.3757060983181,0.9280841425895691,0.4319468231201172,0.88975,0.0014542635044896767
133,0.3768491005420685,0.9274252631187438,0.429416380405426,0.886,0.0014307958412598909
134,0.38688016290664673,0.9189119155883789,0.43044213342666626,0.88825,0.0014070332747542623
135,0.3773095248699188,0.9270522004127503,0.43672807335853575,0.882,0.0013829920906489072
136,0.38284697418212893,0.9220014742851257,0.4319316675662994,0.88275,0.0013586887655705278
137,0.38661262764930726,0.9175157358169556,0.42662374234199524,0.88775,0.0013341399558041537
138,0.3792086595058441,0.9270494874954224,0.43495533990859986,0.87875,0.0013093624858777598
139,0.3761437425136566,0.9269749845504761,0.43361084985733034,0.883,0.0012843733370315707
140,0.3742219999313354,0.929708882522583,0.43028641510009763,0.8845,0.0012591896355799693
141,0.3786172721862793,0.9249521966934204,0.43089268350601195,0.88775,0.0012338286411739774
142,0.3685595271587372,0.9323058187484741,0.43213139700889586,0.88575,0.0012083077349723502
143,0.3748678078174591,0.9285993384361267,0.43352476978302,0.884,0.0011826444077294013
144,0.37883908534049987,0.9246117834091186,0.4277372262477875,0.8895,0.0011568562478077107
145,0.3743677891254425,0.9286550115585327,0.43208870077133177,0.8875,0.0011309609291239415
146,0.373449299955368,0.9302248133659363,0.42845055055618286,0.8885,0.0011049761990360196
147,0.3764792385101318,0.926782380104065,0.42776374983787535,0.88825,0.001078919866179981
148,0.3758707793235779,0.9254924721717834,0.42815948629379275,0.88675,0.0010528097882648222
149,0.37455376982688904,0.9279385712623596,0.43005623412132266,0.8875,0.0010266638598337191
150,0.3783051781654358,0.9252018796920777,0.43029429626464843,0.88725,0.0010005
